Ligand,Pocket,Best Score (kcal/mol),All Scores
CIMG_00533_prepared_Verapamil,11,-6.0,"[-6.0, 0.0, 0.0, -5.9, 1.433, 8.797, -5.8, 2.921, 9.08, -5.8, 1.471, 2.134, -5.7, 1.082, 1.992, -5.7, 3.451, 4.447, -5.6, 5.134, 8.474, -5.6, 3.147, 6.037, -5.6, 1.037, 1.262, -5.5, 4.855, 8.943]"
CIMG_00533_prepared_Verapamil,18,-7.3,"[-7.3, 0.0, 0.0, -7.0, 4.227, 8.095, -6.7, 4.251, 6.833, -6.7, 2.084, 7.732, -6.6, 4.484, 8.513, -6.6, 2.059, 3.809, -6.5, 3.436, 6.288, -6.4, 3.371, 5.978, -6.4, 4.409, 7.188, -6.4, 2.135, 7.359]"
CIMG_00533_prepared_Verapamil,19,-6.0,"[-6.0, 0.0, 0.0, -5.7, 9.525, 13.292, -5.7, 3.386, 8.471, -5.6, 9.154, 12.921, -5.6, 3.718, 5.243, -5.6, 3.69, 5.465, -5.6, 1.29, 2.309, -5.6, 2.989, 7.5, -5.5, 9.194, 12.758, -5.4, 11.403, 15.72]"
CIMG_00533_prepared_Verapamil,3,-7.8,"[-7.8, 0.0, 0.0, -7.7, 2.648, 8.463, -7.7, 1.759, 8.416, -7.5, 1.274, 2.42, -7.4, 2.626, 8.889, -7.4, 2.469, 9.028, -7.4, 2.152, 8.724, -7.3, 2.214, 4.194, -7.2, 1.885, 8.548, -7.2, 2.166, 8.465]"
CIMG_00533_prepared_Verapamil,9,-7.3,"[-7.3, 0.0, 0.0, -7.0, 2.185, 3.467, -6.9, 3.904, 7.741, -6.9, 4.106, 7.686, -6.8, 6.799, 10.815, -6.7, 5.522, 8.853, -6.7, 5.49, 8.868, -6.7, 6.45, 11.827, -6.6, 1.557, 2.321, -6.6, 5.421, 10.672]"
CIMG_00533_prepared_Verapamil,8,-6.8,"[-6.8, 0.0, 0.0, -6.6, 2.141, 3.481, -6.6, 1.69, 2.661, -6.5, 1.052, 1.977, -6.4, 5.246, 9.302, -6.3, 3.792, 9.246, -6.3, 1.96, 8.374, -6.2, 7.423, 10.217, -6.2, 7.036, 9.985, -6.2, 1.911, 8.395]"
CIMG_00533_prepared_Verapamil,10,-7.7,"[-7.7, 0.0, 0.0, -7.2, 2.205, 3.056, -6.9, 2.762, 7.563, -6.9, 3.98, 7.701, -6.8, 3.849, 7.321, -6.7, 4.161, 5.805, -6.6, 4.693, 7.816, -6.6, 3.228, 8.319, -6.5, 2.705, 7.674, -6.5, 4.787, 7.549]"
CIMG_00533_prepared_Verapamil,2,-6.2,"[-6.2, 0.0, 0.0, -5.9, 2.009, 4.846, -5.9, 2.781, 5.278, -5.8, 1.873, 5.385, -5.6, 2.655, 5.216, -5.5, 1.866, 3.25, -5.5, 2.675, 4.664, -5.3, 2.577, 4.784, -5.3, 3.117, 5.75, -5.3, 2.231, 5.536]"
CIMG_00533_prepared_Verapamil,15,0.0,"[0.3, 0.0, 0.0, 0.5, 2.028, 9.748, 2.3, 10.203, 15.946, 2.3, 10.264, 16.029, 2.7, 1.844, 10.569]"
CIMG_00533_prepared_Verapamil,7,-6.4,"[-6.4, 0.0, 0.0, -6.4, 0.845, 1.798, -6.3, 6.116, 9.273, -6.3, 3.971, 10.251, -6.2, 5.781, 9.849, -6.2, 4.748, 6.072, -6.2, 5.807, 9.515, -6.2, 3.765, 9.516, -6.2, 4.228, 6.709, -6.1, 3.353, 9.661]"
CIMG_00533_prepared_Verapamil,13,-5.9,"[-5.9, 0.0, 0.0, -5.9, 12.388, 16.561, -5.7, 1.542, 2.144, -5.7, 12.406, 16.308, -5.7, 11.349, 16.643, -5.7, 11.8, 16.451, -5.7, 8.108, 12.521, -5.6, 11.145, 15.142, -5.6, 8.448, 12.918, -5.5, 13.576, 18.445]"
CIMG_00533_prepared_Verapamil,21,-5.1,"[-5.1, 0.0, 0.0, -5.0, 6.421, 9.415, -5.0, 3.653, 6.28, -5.0, 2.906, 6.22, -4.9, 4.272, 7.769, -4.9, 3.037, 6.345, -4.9, 4.147, 6.662, -4.9, 6.574, 9.625, -4.9, 6.485, 9.023, -4.9, 2.692, 5.853]"
CIMG_00533_prepared_Verapamil,17,-7.5,"[-7.5, 0.0, 0.0, -7.4, 1.384, 1.581, -7.2, 1.859, 10.386, -7.0, 2.581, 9.158, -6.9, 3.419, 8.631, -6.8, 3.084, 5.785, -6.8, 1.823, 10.524, -6.8, 1.605, 2.375, -6.7, 2.767, 9.651, -6.7, 1.66, 10.137]"
CIMG_00533_prepared_Verapamil,16,-7.1,"[-7.1, 0.0, 0.0, -7.0, 3.098, 11.46, -6.9, 1.209, 2.267, -6.9, 3.262, 11.904, -6.8, 2.854, 11.16, -6.8, 4.971, 7.365, -6.7, 3.587, 5.37, -6.7, 2.211, 11.221, -6.6, 2.338, 3.724, -6.6, 2.55, 4.31]"
CIMG_00533_prepared_Verapamil,20,-5.6,"[-5.6, 0.0, 0.0, -5.5, 1.633, 2.504, -5.5, 1.173, 2.087, -5.5, 1.735, 2.768, -5.5, 2.548, 6.165, -5.4, 2.562, 7.251, -5.4, 2.707, 6.548, -5.3, 1.859, 3.304, -5.3, 2.582, 6.697, -5.3, 2.637, 5.289]"
CIMG_00533_prepared_Verapamil,6,-8.0,"[-8.0, 0.0, 0.0, -7.8, 1.382, 2.006, -7.8, 1.641, 2.837, -7.7, 1.479, 9.421, -7.6, 3.859, 11.071, -7.6, 2.352, 10.233, -7.6, 1.178, 1.965, -7.5, 2.799, 9.585, -7.5, 1.775, 9.968, -7.5, 1.691, 2.133]"
CIMG_00533_prepared_Tacrolimus,5,-9.4,"[-9.4, 0.0, 0.0, -9.1, 3.728, 9.531, -9.0, 2.311, 3.573, -8.7, 1.863, 2.582, -8.4, 1.806, 2.81, -8.1, 3.368, 9.86, -7.9, 4.108, 8.348, -7.9, 2.807, 4.877, -7.7, 2.457, 10.499, -7.4, 3.549, 7.622]"
CIMG_00533_prepared_Tacrolimus,12,0.0,"[2.5, 0.0, 0.0, 2.6, 3.805, 6.781, 3.4, 3.155, 10.561, 3.4, 4.143, 7.096]"
CIMG_00533_prepared_Tacrolimus,1,-4.3,"[-4.3, 0.0, 0.0, -3.3, 2.293, 3.069, -3.3, 3.574, 5.946, -3.2, 4.117, 11.132, -3.0, 2.873, 4.229, -2.2, 3.342, 4.751, -2.0, 3.179, 5.391]"
CIMG_00533_prepared_Tacrolimus,14,-9.6,"[-9.6, 0.0, 0.0, -9.2, 1.4, 1.633, -7.0, 15.194, 19.494, -6.5, 14.106, 18.931, -6.0, 4.039, 9.063, -5.8, 3.843, 8.456, -5.7, 2.338, 4.545]"
CIMG_00533_prepared_Tacrolimus,4,-5.9,"[-5.9, 0.0, 0.0, -5.7, 14.637, 19.116, -5.4, 15.082, 20.332, -5.2, 2.266, 5.809, -5.2, 16.375, 19.584, -5.1, 16.795, 21.088, -4.7, 15.759, 21.398, -4.6, 16.576, 21.481, -4.6, 15.422, 21.079, -4.3, 3.336, 7.861]"
CIMG_00533_prepared_Tacrolimus,11,-8.0,"[-8.0, 0.0, 0.0, -7.5, 3.898, 9.368, -7.4, 4.704, 7.34, -7.4, 7.083, 13.161, -7.4, 3.918, 8.071, -7.3, 5.088, 11.924, -7.2, 6.879, 13.234, -7.2, 5.106, 8.134, -7.2, 6.402, 9.709, -7.1, 5.925, 12.921]"
CIMG_00533_prepared_Tacrolimus,18,-8.3,"[-8.3, 0.0, 0.0, -7.1, 3.021, 10.356, -7.0, 4.458, 12.098, -6.6, 3.376, 6.684, -6.5, 2.728, 3.384, -6.3, 2.865, 5.6, -6.1, 2.606, 10.727, -5.8, 4.113, 7.649, -5.8, 3.819, 5.701, -5.7, 3.241, 10.276]"
CIMG_00533_prepared_Tacrolimus,19,-7.5,"[-7.5, 0.0, 0.0, -7.4, 4.021, 8.119, -7.4, 4.245, 8.466, -7.3, 3.913, 8.299, -7.2, 3.057, 7.305, -7.2, 4.545, 7.286, -7.0, 4.002, 8.207, -6.7, 4.437, 7.185, -6.4, 2.582, 4.62, -6.3, 4.414, 8.11]"
CIMG_00533_prepared_Tacrolimus,3,0.0,"[8.4, 0.0, 0.0]"
CIMG_00533_prepared_Tacrolimus,9,-8.8,"[-8.8, 0.0, 0.0, -7.3, 16.781, 20.606, -6.0, 16.392, 22.046, -5.8, 14.735, 18.975, -5.8, 16.236, 22.024]"
CIMG_00533_prepared_Tacrolimus,8,-7.5,"[-7.5, 0.0, 0.0, -7.1, 3.118, 5.175, -6.8, 5.165, 10.39, -6.5, 8.137, 11.746, -6.3, 2.842, 6.466, -6.3, 3.59, 7.575, -6.1, 3.387, 7.323, -6.0, 6.875, 11.238, -6.0, 4.179, 8.429, -6.0, 6.047, 10.508]"
CIMG_00533_prepared_Tacrolimus,10,-8.4,"[-8.4, 0.0, 0.0, -8.0, 2.465, 5.879, -7.9, 1.339, 1.585, -7.6, 2.828, 4.55, -7.3, 3.678, 5.563, -7.2, 2.401, 5.347, -7.0, 3.514, 6.873, -7.0, 2.806, 5.489, -6.9, 3.905, 6.602, -6.9, 3.866, 6.656]"
CIMG_00533_prepared_Tacrolimus,2,-8.7,"[-8.7, 0.0, 0.0, -8.3, 4.457, 7.398, -8.2, 3.016, 10.591, -8.1, 3.705, 4.894, -8.1, 4.643, 7.635, -8.0, 4.513, 6.854, -7.9, 3.092, 10.749, -7.9, 3.812, 5.386, -7.9, 4.152, 10.448, -7.9, 3.488, 6.652]"
CIMG_00533_prepared_Tacrolimus,15,-3.0,"[-3.0, 0.0, 0.0, -2.1, 3.236, 7.321, -1.1, 3.496, 9.911, -1.0, 3.316, 7.039]"
CIMG_00533_prepared_Tacrolimus,7,-7.5,"[-7.5, 0.0, 0.0, -7.3, 3.51, 9.721, -7.2, 3.161, 9.044, -7.2, 3.406, 10.969, -7.1, 3.577, 10.867, -6.8, 2.205, 3.842, -6.8, 4.109, 6.602, -6.7, 4.332, 9.211, -6.7, 3.504, 5.535, -6.7, 5.142, 9.042]"
CIMG_00533_prepared_Tacrolimus,13,-8.5,"[-8.5, 0.0, 0.0, -8.3, 2.922, 10.647, -8.1, 3.835, 6.592, -7.9, 3.931, 7.418, -7.8, 2.963, 5.029, -7.7, 4.618, 9.405, -7.7, 3.642, 9.723, -7.6, 1.312, 1.595, -7.4, 3.788, 5.514, -7.4, 3.51, 7.693]"
CIMG_00533_prepared_Tacrolimus,21,-6.4,"[-6.4, 0.0, 0.0, -6.4, 4.78, 9.258, -6.0, 3.98, 8.401, -6.0, 3.063, 7.368, -5.8, 3.31, 8.848, -5.8, 3.471, 7.894, -5.8, 3.478, 7.628, -5.8, 3.587, 9.878, -5.7, 4.338, 12.181, -5.7, 2.13, 3.129]"
CIMG_00533_prepared_Tacrolimus,17,-5.9,"[-5.9, 0.0, 0.0, -5.6, 2.991, 10.794, -5.5, 2.527, 10.493, -5.5, 2.345, 3.775, -5.5, 2.767, 9.491, -5.2, 4.018, 7.978, -5.1, 3.043, 10.768, -5.1, 2.788, 9.833, -5.1, 4.84, 11.605, -4.9, 3.392, 6.955]"
CIMG_00533_prepared_Tacrolimus,16,-6.3,"[-6.3, 0.0, 0.0, -4.2, 1.514, 2.143, -3.7, 3.86, 10.861, -3.7, 2.745, 4.718, -3.7, 1.348, 1.474, -2.7, 3.715, 6.105]"
CIMG_00533_prepared_Tacrolimus,20,-6.7,"[-6.7, 0.0, 0.0, -6.6, 4.877, 7.872, -6.3, 6.162, 10.912, -6.2, 3.453, 6.424, -6.1, 3.888, 9.407, -6.1, 4.12, 6.914, -6.1, 4.932, 7.638, -6.0, 4.808, 8.029, -6.0, 3.376, 9.474, -5.9, 5.052, 10.223]"
CIMG_00533_prepared_Tacrolimus,6,-7.7,"[-7.7, 0.0, 0.0, -7.6, 3.299, 5.469, -7.4, 3.56, 5.547, -7.2, 4.427, 7.588, -6.6, 3.342, 5.451, -6.4, 4.067, 6.944, -6.3, 2.324, 3.021, -6.2, 2.514, 4.359, -6.1, 3.813, 9.483, -6.1, 3.726, 9.115]"
CIMG_00533_prepared_Disulfiram,5,-4.5,"[-4.5, 0.0, 0.0, -4.4, 0.66, 7.213, -4.4, 4.201, 7.095, -4.4, 3.878, 5.728, -4.4, 4.286, 5.836, -4.4, 4.051, 6.32, -4.4, 4.116, 6.987, -4.4, 4.492, 6.501, -4.3, 4.467, 6.958, -4.3, 5.001, 6.506]"
CIMG_00533_prepared_Disulfiram,12,-4.0,"[-4.0, 0.0, 0.0, -4.0, 0.984, 5.609, -4.0, 2.258, 5.447, -3.8, 2.106, 3.453, -3.8, 1.958, 3.077, -3.8, 1.117, 5.682, -3.7, 1.977, 5.497, -3.6, 2.057, 5.622, -3.6, 1.949, 5.819, -3.5, 2.337, 3.611]"
CIMG_00533_prepared_Disulfiram,1,-5.1,"[-5.1, 0.0, 0.0, -5.1, 0.631, 1.756, -5.0, 1.437, 6.798, -5.0, 1.097, 2.443, -5.0, 1.133, 7.099, -5.0, 1.419, 6.711, -5.0, 1.155, 2.139, -5.0, 1.159, 7.209, -5.0, 1.072, 7.136, -4.9, 1.072, 2.824]"
CIMG_00533_prepared_Disulfiram,14,-4.9,"[-4.9, 0.0, 0.0, -4.8, 0.34, 5.223, -4.7, 1.406, 2.635, -4.6, 1.553, 2.301, -4.6, 1.275, 2.689, -4.6, 1.739, 5.227, -4.6, 1.599, 2.654, -4.6, 1.402, 5.521, -4.6, 1.975, 5.23, -4.5, 1.813, 5.386]"
CIMG_00533_prepared_Disulfiram,4,-4.8,"[-4.8, 0.0, 0.0, -4.8, 1.299, 6.355, -4.7, 1.262, 6.413, -4.7, 1.63, 6.693, -4.7, 0.807, 2.052, -4.6, 1.585, 2.773, -4.6, 1.228, 2.812, -4.6, 4.327, 7.567, -4.6, 1.518, 2.082, -4.6, 3.836, 5.709]"
CIMG_00533_prepared_Disulfiram,11,-3.7,"[-3.7, 0.0, 0.0, -3.7, 0.61, 2.329, -3.6, 1.789, 7.182, -3.6, 1.755, 7.172, -3.6, 1.768, 2.676, -3.6, 1.611, 3.072, -3.6, 1.177, 1.997, -3.6, 1.467, 6.803, -3.6, 1.426, 7.156, -3.6, 1.574, 2.172]"
CIMG_00533_prepared_Disulfiram,18,-4.4,"[-4.4, 0.0, 0.0, -4.3, 0.885, 2.493, -4.3, 0.949, 6.787, -4.3, 1.423, 6.826, -4.3, 1.589, 6.87, -4.3, 1.966, 2.775, -4.3, 1.258, 6.743, -4.3, 0.987, 6.595, -4.2, 1.436, 2.649, -4.2, 1.769, 6.665]"
CIMG_00533_prepared_Disulfiram,19,-4.4,"[-4.4, 0.0, 0.0, -4.3, 2.222, 7.229, -4.2, 2.487, 7.115, -4.1, 9.109, 10.162, -4.1, 9.447, 10.636, -4.1, 9.419, 10.523, -4.1, 9.429, 10.501, -4.1, 9.43, 11.529, -4.1, 8.942, 10.525, -4.1, 9.115, 11.09]"
CIMG_00533_prepared_Disulfiram,3,-4.8,"[-4.8, 0.0, 0.0, -4.8, 0.073, 2.35, -4.8, 0.105, 1.606, -4.8, 0.122, 1.718, -4.8, 0.115, 7.146, -4.8, 1.561, 6.734, -4.7, 1.555, 6.608, -4.7, 0.154, 6.99, -4.7, 1.545, 2.186, -4.7, 1.536, 2.612]"
CIMG_00533_prepared_Disulfiram,9,-4.5,"[-4.5, 0.0, 0.0, -4.3, 1.312, 2.964, -4.3, 1.081, 2.002, -4.3, 1.754, 2.826, -4.3, 1.112, 5.221, -4.2, 1.694, 3.102, -4.2, 13.491, 14.961, -4.2, 1.292, 5.551, -4.2, 13.489, 14.867, -4.2, 13.42, 15.214]"
CIMG_00533_prepared_Disulfiram,8,-4.3,"[-4.3, 0.0, 0.0, -4.2, 1.223, 2.167, -4.2, 1.594, 2.545, -4.1, 1.626, 2.365, -4.1, 1.575, 2.438, -4.0, 3.585, 4.656, -4.0, 8.135, 10.75, -3.9, 8.083, 9.568, -3.9, 1.579, 2.148, -3.8, 10.587, 11.887]"
CIMG_00533_prepared_Disulfiram,10,-4.5,"[-4.5, 0.0, 0.0, -4.4, 1.853, 2.68, -4.4, 1.685, 7.206, -4.4, 1.092, 7.095, -4.3, 1.265, 1.558, -4.3, 1.64, 7.31, -4.3, 1.986, 7.267, -4.3, 1.218, 2.351, -4.2, 2.75, 4.357, -4.2, 1.518, 2.721]"
CIMG_00533_prepared_Disulfiram,2,-4.1,"[-4.1, 0.0, 0.0, -4.1, 2.237, 5.943, -4.1, 2.34, 3.466, -4.0, 9.792, 12.412, -4.0, 1.602, 6.318, -4.0, 1.225, 6.425, -4.0, 1.926, 6.575, -4.0, 9.532, 12.102, -4.0, 1.813, 2.78, -4.0, 1.24, 2.633]"
CIMG_00533_prepared_Disulfiram,15,-2.4,"[-2.4, 0.0, 0.0, -2.3, 0.073, 1.579, -2.3, 0.43, 7.476, -2.3, 0.081, 1.686, -2.3, 4.334, 8.108, -2.2, 0.115, 7.431, -2.2, 0.116, 7.528, -1.9, 6.801, 10.337, -1.7, 4.473, 7.054, -1.3, 5.106, 9.179]"
CIMG_00533_prepared_Disulfiram,7,-4.0,"[-4.0, 0.0, 0.0, -4.0, 1.263, 1.971, -3.9, 2.413, 6.807, -3.9, 2.543, 3.451, -3.9, 0.831, 1.92, -3.9, 1.25, 6.83, -3.9, 4.008, 5.458, -3.9, 1.617, 2.696, -3.9, 0.869, 1.462, -3.8, 1.375, 6.454]"
CIMG_00533_prepared_Disulfiram,13,-4.3,"[-4.3, 0.0, 0.0, -4.2, 1.614, 2.996, -4.2, 1.854, 2.641, -4.2, 1.454, 2.189, -4.0, 14.566, 17.119, -4.0, 13.681, 16.152, -4.0, 14.4, 16.71, -4.0, 14.446, 18.008, -4.0, 13.894, 16.197, -3.9, 13.747, 17.236]"
CIMG_00533_prepared_Disulfiram,21,-3.0,"[-3.0, 0.0, 0.0, -3.0, 0.237, 1.612, -3.0, 5.024, 7.887, -3.0, 0.201, 7.352, -2.9, 0.904, 1.825, -2.9, 1.538, 2.887, -2.9, 1.59, 6.76, -2.9, 1.708, 7.322, -2.9, 4.579, 6.664, -2.9, 4.439, 6.828]"
CIMG_00533_prepared_Disulfiram,17,-4.6,"[-4.6, 0.0, 0.0, -4.6, 0.24, 2.354, -4.5, 1.005, 6.574, -4.4, 1.789, 5.99, -4.4, 3.878, 7.074, -4.3, 3.707, 7.028, -4.3, 3.567, 5.564, -4.3, 3.803, 6.18, -4.3, 3.314, 5.755, -4.2, 3.892, 7.122]"
CIMG_00533_prepared_Disulfiram,16,-4.8,"[-4.8, 0.0, 0.0, -4.8, 0.104, 6.03, -4.8, 0.132, 5.896, -4.8, 0.062, 2.182, -4.8, 1.139, 5.875, -4.8, 1.383, 6.169, -4.7, 1.399, 6.061, -4.7, 1.351, 2.135, -4.7, 2.079, 6.441, -4.6, 2.414, 6.168]"
CIMG_00533_prepared_Disulfiram,20,-3.5,"[-3.5, 0.0, 0.0, -3.5, 2.343, 3.545, -3.5, 2.281, 6.55, -3.5, 0.227, 5.805, -3.5, 0.191, 5.818, -3.5, 0.263, 2.303, -3.4, 1.919, 6.242, -3.4, 2.161, 6.536, -3.4, 2.119, 6.387, -3.4, 2.329, 6.53]"
CIMG_00533_prepared_Disulfiram,6,-4.8,"[-4.8, 0.0, 0.0, -4.8, 1.744, 2.867, -4.8, 0.718, 5.705, -4.8, 0.412, 2.434, -4.7, 1.752, 5.654, -4.7, 1.777, 5.525, -4.7, 1.332, 5.847, -4.6, 1.751, 2.901, -4.6, 1.707, 5.928, -4.6, 4.124, 6.701]"
CIMG_00533_prepared_Beauvericin,5,-8.9,"[-8.9, 0.0, 0.0, -8.8, 2.763, 7.526, -8.5, 3.529, 9.252, -8.4, 3.975, 9.615, -8.4, 2.802, 8.699, -8.1, 3.614, 9.499, -8.0, 2.454, 8.653, -8.0, 1.343, 2.01, -8.0, 2.924, 8.44, -7.9, 0.873, 7.926]"
CIMG_00533_prepared_Beauvericin,12,0.0,"[0.7, 0.0, 0.0, 1.2, 2.909, 5.255]"
CIMG_00533_prepared_Beauvericin,1,-5.7,"[-5.7, 0.0, 0.0, -5.5, 2.048, 6.867, -5.4, 2.64, 9.521, -5.1, 1.763, 8.615, -5.0, 2.086, 3.1, -4.7, 2.484, 8.145, -4.5, 2.575, 6.362, -4.2, 1.814, 7.737, -3.9, 1.741, 8.89, -3.6, 2.677, 5.844]"
CIMG_00533_prepared_Beauvericin,14,-6.4,"[-6.4, 0.0, 0.0, -5.8, 1.644, 7.967, -5.8, 0.866, 7.515, -5.8, 2.017, 2.868, -5.3, 2.344, 8.63, -5.3, 15.25, 19.48, -5.2, 15.276, 19.301, -5.1, 15.822, 20.313, -5.1, 1.988, 2.838, -5.1, 12.816, 16.908]"
CIMG_00533_prepared_Beauvericin,4,-7.1,"[-7.1, 0.0, 0.0, -6.3, 14.2, 18.732, -6.2, 14.543, 17.912, -6.1, 14.601, 18.923, -6.0, 1.054, 7.014, -6.0, 1.291, 2.437, -6.0, 2.406, 5.854, -5.8, 15.708, 19.72, -5.8, 15.094, 18.671, -5.7, 15.89, 20.658]"
CIMG_00533_prepared_Beauvericin,11,-8.7,"[-8.7, 0.0, 0.0, -8.6, 2.974, 8.492, -8.6, 3.278, 8.269, -8.5, 4.622, 8.561, -8.4, 3.886, 8.438, -8.4, 4.915, 10.436, -8.4, 4.871, 8.96, -8.4, 4.583, 10.466, -8.4, 4.355, 9.468, -8.3, 4.813, 8.614]"
CIMG_00533_prepared_Beauvericin,18,-8.5,"[-8.5, 0.0, 0.0, -8.3, 3.023, 6.222, -8.1, 0.898, 6.907, -8.0, 2.537, 6.049, -8.0, 2.572, 6.046, -7.9, 2.261, 7.477, -7.8, 3.078, 6.411, -7.7, 2.628, 7.532, -7.6, 1.966, 6.995, -7.6, 2.797, 7.982]"
CIMG_00533_prepared_Beauvericin,19,-8.6,"[-8.6, 0.0, 0.0, -8.0, 2.324, 7.476, -8.0, 2.795, 8.169, -8.0, 1.042, 7.266, -7.9, 1.072, 7.335, -7.6, 2.343, 7.539, -7.5, 2.309, 7.223, -7.5, 1.553, 7.672, -7.4, 2.37, 7.122, -7.3, 2.232, 7.188]"
CIMG_00533_prepared_Beauvericin,3,-3.9,"[-3.9, 0.0, 0.0]"
CIMG_00533_prepared_Beauvericin,9,-7.5,"[-7.5, 0.0, 0.0, -7.3, 1.083, 7.75, -7.1, 2.574, 4.401, -7.0, 1.322, 7.56, -7.0, 2.723, 5.141, -6.8, 2.218, 6.686, -6.5, 1.829, 7.667, -5.9, 2.047, 4.787, -5.8, 2.644, 5.154, -5.6, 2.825, 7.939]"
CIMG_00533_prepared_Beauvericin,8,-7.4,"[-7.4, 0.0, 0.0, -7.3, 10.202, 14.155, -7.2, 2.722, 8.776, -7.1, 9.608, 15.763, -7.0, 9.658, 14.648, -6.8, 2.079, 7.689, -6.7, 2.467, 5.683, -6.7, 2.462, 8.671, -6.6, 2.649, 6.522, -6.5, 2.541, 5.631]"
CIMG_00533_prepared_Beauvericin,10,-9.5,"[-9.5, 0.0, 0.0, -9.0, 2.577, 6.255, -8.9, 0.852, 7.03, -8.9, 1.426, 6.948, -8.7, 2.151, 7.483, -8.6, 2.262, 7.008, -8.6, 2.4, 6.625, -8.6, 2.341, 7.473, -8.4, 2.412, 5.009, -8.4, 2.267, 7.599]"
CIMG_00533_prepared_Beauvericin,2,-8.7,"[-8.7, 0.0, 0.0, -8.3, 7.585, 11.805, -8.2, 6.043, 11.593, -8.1, 3.718, 8.663, -8.0, 5.564, 10.247, -8.0, 5.601, 10.751, -7.9, 1.425, 7.421, -7.9, 1.132, 1.997, -7.9, 4.298, 9.614, -7.8, 5.501, 9.222]"
CIMG_00533_prepared_Beauvericin,15,-6.5,"[-6.5, 0.0, 0.0, -6.2, 27.704, 31.765, -5.1, 27.934, 32.073, -5.0, 27.537, 31.709, -4.3, 0.701, 7.701, -4.3, 28.963, 32.593, -4.1, 27.915, 32.196, -4.0, 29.036, 32.659, -3.7, 29.22, 33.14, -3.6, 28.934, 32.763]"
CIMG_00533_prepared_Beauvericin,7,-8.0,"[-8.0, 0.0, 0.0, -7.8, 2.175, 6.511, -7.8, 2.857, 7.436, -7.6, 0.801, 7.542, -7.6, 2.637, 8.935, -7.5, 2.401, 7.671, -7.5, 2.252, 6.548, -7.5, 3.105, 8.182, -7.5, 2.354, 8.345, -7.4, 2.356, 8.256]"
CIMG_00533_prepared_Beauvericin,13,-9.5,"[-9.5, 0.0, 0.0, -9.0, 0.866, 6.974, -8.9, 2.647, 6.307, -8.9, 1.415, 6.912, -8.8, 2.61, 8.339, -8.7, 2.156, 7.499, -8.7, 2.261, 7.016, -8.6, 3.693, 6.84, -8.6, 2.621, 6.716, -8.5, 2.474, 6.625]"
CIMG_00533_prepared_Beauvericin,21,-6.8,"[-6.8, 0.0, 0.0, -6.6, 5.728, 8.937, -6.5, 5.651, 10.842, -6.5, 4.925, 9.712, -6.5, 5.07, 9.166, -6.4, 3.741, 9.061, -6.3, 5.763, 9.311, -6.3, 2.037, 7.079, -6.2, 4.507, 9.13, -6.2, 6.298, 11.812]"
CIMG_00533_prepared_Beauvericin,17,-6.6,"[-6.6, 0.0, 0.0, -6.3, 3.339, 9.539, -6.2, 2.552, 7.094, -6.2, 0.865, 7.147, -6.1, 2.312, 7.945, -5.9, 9.769, 14.557, -5.9, 3.049, 5.713, -5.8, 2.207, 8.043, -5.8, 10.073, 16.291, -5.7, 2.835, 8.707]"
CIMG_00533_prepared_Beauvericin,16,-6.0,"[-6.0, 0.0, 0.0, -4.1, 1.754, 7.714, -3.8, 3.808, 10.221, -3.7, 1.746, 6.919, -3.6, 1.857, 7.262, -3.4, 2.976, 7.535, -3.1, 3.725, 9.848, -3.1, 0.927, 6.913, -2.6, 3.044, 5.379, -2.6, 3.091, 5.94]"
CIMG_00533_prepared_Beauvericin,20,-7.2,"[-7.2, 0.0, 0.0, -7.0, 2.449, 6.248, -7.0, 0.885, 7.397, -6.9, 2.389, 4.713, -6.6, 1.81, 8.35, -6.6, 2.171, 6.009, -6.5, 1.446, 7.464, -6.4, 1.383, 2.012, -6.2, 2.633, 6.851, -6.2, 2.217, 7.362]"
CIMG_00533_prepared_Beauvericin,6,-6.4,"[-6.4, 0.0, 0.0, -6.2, 3.393, 6.713, -6.2, 2.193, 8.553, -6.2, 3.575, 9.914, -6.1, 2.732, 8.415, -6.1, 2.853, 8.601, -6.0, 1.993, 7.887, -6.0, 2.002, 4.601, -6.0, 2.512, 3.693, -6.0, 3.14, 5.474]"
CIMG_01418_prepared_Milbemycin,5,-6.3,"[-6.3, 0.0, 0.0, -6.3, 11.743, 16.05, -6.2, 3.141, 7.952, -6.0, 2.645, 5.968, -5.9, 14.979, 19.407, -5.8, 11.702, 16.516, -5.7, 3.017, 6.227, -5.6, 3.108, 7.267, -5.6, 2.825, 7.26, -5.5, 3.655, 9.14]"
CIMG_01418_prepared_Milbemycin,12,-9.7,"[-9.7, 0.0, 0.0, -9.2, 2.255, 7.282, -9.0, 1.281, 1.527, -8.8, 2.276, 7.864, -8.7, 4.36, 9.684, -8.4, 2.243, 3.46, -8.3, 2.258, 6.973, -8.2, 4.724, 10.579, -8.1, 2.556, 4.696, -8.0, 2.956, 9.662]"
CIMG_01418_prepared_Milbemycin,1,-9.5,"[-9.5, 0.0, 0.0, -8.6, 2.592, 4.816, -7.7, 2.791, 6.396, -6.8, 1.948, 7.778, -6.7, 13.672, 15.473, -6.6, 12.829, 15.042, -6.5, 11.76, 15.2, -6.4, 11.999, 15.017, -6.2, 13.077, 15.327, -6.1, 10.929, 15.825]"
